year,playID,posteam,Home_game,defteam,yardline_100,half_seconds_remaining,game_seconds_remaining,scored,down,goal_to_go,ydstogo,kick_distance,timeouts_remaining,score_differential,kicker,kicker_player_id
2013,20131031004063,MIA,1,CIN,26,16,16,1,4,0,4,44,0,-4,C.Sturgis,00-0030390
2015,20151004124334,NO,1,DAL,12,16,16,0,3,0,5,30,0,0,Z.Hocker,00-0031092
2016,20161016055072,NO,1,CAR,34,16,16,1,4,0,1,52,2,0,W.Lutz,00-0032569
2017,20171009004305,MIN,0,CHI,8,16,16,1,4,0,1,26,1,0,K.Forbath,00-0028787
2017,20171231083742,DAL,0,PHI,5,16,16,0,4,1,5,23,2,6,D.Bailey,00-0028660
2018,20180909034143,TEN,0,MIA,35,16,16,1,1,0,5,53,0,-10,R.Succop,00-0026968
2009,20091115042037,PIT,1,CIN,17,16,1816,1,4,1,17,35,1,0,J.Reed,00-0020737
2009,20091213092081,NYJ,0,TB,31,16,1816,1,4,0,9,49,1,16,J.Feely,00-0019770
2010,20101226002167,NYJ,0,CHI,8,16,1816,1,4,0,4,26,0,3,N.Folk,00-0025565
2011,20110918121773,DEN,1,CIN,16,16,1816,1,4,1,16,34,1,4,M.Prater,00-0023853
2014,20141005011904,DAL,1,HOU,15,16,1816,1,4,0,12,33,0,0,D.Bailey,00-0028660
2014,20141123091887,ARI,0,SEA,5,16,1816,1,4,1,5,23,0,-9,C.Catanzaro,00-0030896
2015,20151108021910,WAS,0,NE,5,16,1816,1,4,1,5,23,1,-17,D.Hopkins,00-0030098
2016,20161009032084,IND,1,CHI,8,16,1816,1,4,1,8,26,0,0,A.Vinatieri,00-0016919
2016,20161212002458,BAL,0,NE,32,16,1816,1,4,0,5,50,0,-16,J.Tucker,00-0029597
2016,20161224051909,JAX,1,TEN,30,16,1816,1,4,0,10,48,1,9,J.Myers,00-0031492
2018,20181202012202,CIN,1,DEN,17,16,1816,1,4,1,17,35,1,-7,R.Bullock,00-0029421
2013,20131020125131,DEN,0,IND,29,17,17,1,4,0,10,47,0,-9,M.Prater,00-0023853
2013,20131103084291,CLE,1,BAL,4,17,17,1,4,1,4,22,0,3,B.Cundiff,00-0020972
2015,20151108004371,STL,0,MIN,35,17,17,1,4,0,10,53,0,-3,G.Zuerlein,00-0029621
2009,20091122132143,CHI,1,PHI,10,17,1817,1,4,0,5,28,1,-4,R.Gould,00-0023252
2010,20100926112186,DEN,1,IND,7,17,1817,1,4,0,1,25,0,-13,M.Prater,00-0023853
2010,20101010031989,WAS,1,GB,7,17,1817,1,4,0,4,26,2,-10,G.Gano,00-0026858
2010,20101205082036,NO,0,CIN,6,17,1817,1,4,0,4,24,1,4,G.Hartley,00-0025824
2010,20101212011819,BUF,1,CLE,11,17,1817,1,4,0,10,30,1,1,R.Lindell,00-0019310
2011,20111204041945,BAL,0,CLE,3,17,1817,1,4,1,3,21,2,7,B.Cundiff,00-0020972
2013,20131013051882,MIN,1,CAR,4,17,1817,1,4,0,1,22,1,-14,B.Walsh,00-0029576
2014,20141109021883,MIA,0,DET,5,17,1817,1,4,0,4,23,1,-10,C.Sturgis,00-0030390
2015,20151004022249,HOU,0,ATL,35,17,1817,0,4,0,8,53,1,-27,N.Novak,00-0023096
2015,20151115012071,DET,0,GB,31,17,1817,1,4,0,7,49,0,-3,M.Prater,00-0023853
2016,20161009012095,NE,0,CLE,32,17,1817,0,4,0,3,50,2,16,S.Gostkowski,00-0024333
2016,20161211041981,HOU,0,IND,33,17,1817,1,4,0,4,52,1,7,N.Novak,00-0023096
2016,20161218051728,KC,1,TEN,16,17,1817,1,4,0,6,34,0,7,C.Santos,00-0031203
2017,20171029102049,DET,1,PIT,16,17,1817,1,4,0,10,34,1,-1,M.Prater,00-0023853
2017,20171203041862,TB,0,GB,18,17,1817,1,4,0,9,36,1,-9,P.Murray,00-0030626
2018,20181004002330,NE,1,IND,27,17,1817,1,4,0,4,45,1,18,S.Gostkowski,00-0024333
2012,20121125043827,DEN,0,KC,16,18,18,1,4,0,11,34,2,5,M.Prater,00-0023853
2016,20161127053883,HOU,1,SD,27,18,18,1,2,0,10,45,0,-11,N.Novak,00-0023096
2017,20171022004549,BUF,1,TB,12,18,18,1,4,0,1,30,0,0,S.Hauschka,00-0025944
2009,20091130001998,NE,0,NO,32,18,1818,0,4,0,10,50,0,-14,S.Gostkowski,00-0024333
2010,20100103002205,BUF,1,IND,14,18,1818,1,4,0,9,31,0,14,R.Lindell,00-0019310
2010,20100912032073,IND,0,HOU,2,18,1818,1,4,1,2,20,1,-6,A.Vinatieri,00-0016919
2010,20101114072129,DEN,1,KC,40,18,1818,0,4,0,3,58,0,27,M.Prater,00-0023853
2010,20101128102207,STL,0,DEN,19,18,1818,1,4,0,6,37,0,10,Josh.Brown,00-0021940
2011,20110925141865,IND,1,PIT,7,18,1818,1,4,0,5,25,1,-1,A.Vinatieri,00-0016919
2011,20111211092066,NO,0,TEN,11,18,1818,1,4,1,11,29,0,0,J.Kasay,00-0009028
2014,20141019012628,MIN,0,BUF,37,18,1818,1,4,0,2,55,0,0,B.Walsh,00-0029576
2015,20151228001676,DEN,1,CIN,5,18,1818,1,4,1,5,23,1,-14,B.McManus,00-0029822
2016,20161224012043,ATL,0,CAR,12,18,1818,0,4,0,1,30,0,17,M.Bryant,00-0020578
2016,20161224101972,SEA,1,ARI,9,18,1818,1,4,1,9,27,2,-14,S.Hauschka,00-0025944
2017,20171123022007,WAS,1,NYG,10,18,1818,1,4,0,9,28,1,-3,N.Rose,00-0032584
2018,20181202031977,GB,1,ARI,14,18,1818,1,4,0,9,32,0,0,M.Crosby,00-0025580
2018,20181216071992,MIA,0,MIN,7,18,1818,1,4,1,7,25,1,-15,J.Sanders,00-0034794
2013,20131020074659,NE,0,NYJ,26,19,19,1,4,0,10,44,2,-3,S.Gostkowski,00-0024333
2016,20161009074125,DEN,1,ATL,27,19,19,1,1,0,10,45,0,-10,B.McManus,00-0029822
2010,20100912052167,OAK,0,TEN,12,19,1819,1,4,0,1,30,1,-21,S.Janikowski,00-0019646
2010,20100919032314,CLE,1,KC,25,19,1819,0,4,0,8,42,0,5,P.Dawson,00-0004091
2012,20120909022031,NYJ,1,BUF,21,19,1819,1,4,0,8,39,0,16,N.Folk,00-0025565
2014,20140914042048,MIN,1,NE,30,19,1819,1,4,0,16,48,1,-10,B.Walsh,00-0029576
2014,20141130111772,DEN,0,KC,6,19,1819,1,4,0,1,24,0,10,C.Barth,00-0026138
2015,20150913122064,NYG,0,DAL,22,19,1819,1,4,0,12,40,2,3,J.Brown,00-0021940
2015,20151227111935,SEA,1,STL,8,19,1819,1,4,1,8,26,1,-15,S.Hauschka,00-0025944
2017,20171016001711,IND,0,TEN,6,19,1819,1,4,1,6,25,1,1,A.Vinatieri,00-0016919
2017,20171112082159,LA,1,HOU,32,19,1819,1,4,0,3,50,2,-1,G.Zuerlein,00-0029621
2017,20171203021991,NE,0,BUF,20,19,1819,1,4,0,13,39,1,3,S.Gostkowski,00-0024333
2018,20181203002068,WAS,0,PHI,29,19,1819,1,4,0,5,47,1,-4,D.Hopkins,00-0030098
2009,20090920113970,CHI,1,PIT,26,20,20,1,4,0,2,44,1,0,R.Gould,00-0023252
2014,20140914083749,SD,1,SEA,10,20,20,1,4,1,10,28,1,6,N.Novak,00-0023096
2009,20091025111984,ARI,0,NYG,12,20,1820,1,4,0,3,30,2,-7,N.Rackers,00-0019676
2009,20091220111951,TB,0,SEA,10,20,1820,1,4,0,6,28,0,-7,C.Barth,00-0026138
2010,20101011002047,NYJ,1,MIN,4,20,1820,1,4,1,4,22,0,6,N.Folk,00-0025565
2010,20101031102117,SEA,0,OAK,33,20,1820,0,4,0,1,51,1,-10,O.Mare,00-0010373
2010,20101107011820,MIA,0,BAL,1,20,1820,1,4,1,1,19,0,-6,D.Carpenter,00-0026003
2011,20111023101818,DAL,1,STL,12,20,1820,1,4,1,12,30,3,7,D.Bailey,00-0028660
2011,20111211132171,DAL,1,NYG,31,20,1820,1,4,0,7,49,1,-1,D.Bailey,00-0028660
2012,20121213002340,PHI,1,CIN,1,20,1820,1,4,1,1,20,0,0,A.Henery,00-0028058
2013,20131006021922,DET,0,GB,35,20,1820,1,4,0,15,53,2,-6,D.Akers,00-0000108
2014,20141207052103,NYJ,0,MIN,15,20,1820,1,4,0,6,33,1,-8,N.Folk,00-0025565
2017,20171029072013,CAR,0,TB,10,20,1820,1,4,0,6,28,0,7,G.Gano,00-0026858
2017,20171126092217,JAX,0,ARI,25,20,1820,1,4,0,13,43,0,-13,J.Lambo,00-0032087
2017,20171210051907,SEA,0,JAX,20,20,1820,0,4,0,5,38,1,-3,B.Walsh,00-0029576
2012,20120923064516,MIA,1,NYJ,23,21,21,1,4,0,10,41,3,-2,D.Carpenter,00-0026003
2016,20161211054378,JAX,1,MIN,43,21,21,0,3,0,20,61,0,-9,J.Myers,00-0031492
2018,20180930073718,PHI,0,TEN,12,21,21,1,4,0,3,30,2,-3,J.Elliott,00-0033787
2018,20181209064130,NE,0,MIA,4,21,21,1,4,1,4,22,2,2,S.Gostkowski,00-0024333
2009,20090920052001,NE,0,NYJ,11,21,1821,1,4,0,3,29,1,3,S.Gostkowski,00-0024333
2009,20091101012097,BUF,1,HOU,3,21,1821,1,4,1,3,21,1,1,R.Lindell,00-0019310
2009,20091122011985,WAS,0,DAL,20,21,1821,0,3,0,1,39,0,3,S.Suisham,00-0023001
2010,20100912011874,MIA,0,BUF,28,21,1821,0,4,0,5,46,0,7,D.Carpenter,00-0026003
2010,20101111001718,ATL,1,BAL,10,21,1821,1,4,0,6,28,1,7,M.Bryant,00-0020578
2011,20111201001802,SEA,1,PHI,31,21,1821,1,4,0,4,49,1,7,S.Hauschka,00-0025944
2012,20121108002266,JAC,1,IND,22,21,1821,1,4,0,9,40,1,-17,J.Scobee,00-0022874
2012,20121223071834,PHI,1,WAS,20,21,1821,1,4,0,18,38,1,-6,A.Henery,00-0028058
2013,20131208061985,MIA,0,PIT,34,21,1821,0,4,0,2,52,1,3,C.Sturgis,00-0030390
2014,20141123051992,MIN,1,GB,21,21,1821,1,4,0,8,39,2,-7,B.Walsh,00-0029576
2015,20151015002131,NO,1,ATL,33,21,1821,0,4,0,15,51,1,6,Z.Hocker,00-0031092
2017,20170917041761,KC,1,PHI,21,21,1821,1,4,0,7,39,1,0,C.Santos,00-0031203
2018,20181101001910,SF,1,OAK,21,21,1821,1,4,0,8,39,1,11,R.Gould,00-0023252
2012,20121104113714,ATL,1,DAL,14,22,22,1,4,0,2,32,2,3,M.Bryant,00-0020578
2013,20131027023981,KC,1,CLE,22,22,22,1,4,0,1,40,0,3,R.Succop,00-0026968
2016,20161023093818,SD,0,ATL,15,22,22,1,4,0,10,33,2,-2,J.Lambo,00-0032087
2010,20100912091829,PIT,1,ATL,37,22,1822,0,4,0,6,55,1,3,J.Reed,00-0020737
2013,20131222112120,SEA,1,ARI,6,22,1822,0,4,1,6,24,0,0,S.Hauschka,00-0025944
2015,20150920112072,MIA,0,JAC,24,22,1822,0,4,0,2,42,0,-4,A.Franks,00-0031718
2015,20151018051835,DEN,0,CLE,33,22,1822,0,4,0,2,51,1,9,B.McManus,00-0029822
2016,20161020002025,GB,1,CHI,22,22,1822,1,4,0,10,40,1,0,M.Crosby,00-0025580
2016,20161217002119,NYJ,1,MIA,30,22,1822,1,4,0,2,48,1,-6,N.Folk,00-0025565
2016,20161225001873,BAL,0,PIT,19,22,1822,1,4,0,6,38,1,-4,J.Tucker,00-0029597
2017,20170910091950,LA,1,IND,17,22,1822,1,4,0,2,35,1,20,G.Zuerlein,00-0029621
2017,20170917122136,SF,0,SEA,19,22,1822,1,4,0,1,37,1,-3,R.Gould,00-0023252
2018,20181104071971,DEN,1,HOU,44,22,1822,0,4,0,9,62,1,-3,B.McManus,00-0029822
2011,20111030014009,HOU,1,JAC,21,23,23,1,4,0,2,39,0,7,N.Rackers,00-0019676
2012,20121122014592,DAL,1,WAS,33,23,23,1,4,0,10,51,1,-10,D.Bailey,00-0028660
2015,20151025034293,NYJ,0,NE,37,23,23,1,1,0,15,55,0,-10,N.Folk,00-0025565
2015,20151025114416,CAR,1,PHI,11,23,23,1,4,0,5,29,1,8,G.Gano,00-0026858
2010,20101003101680,PHI,1,WAS,6,23,1823,1,4,1,6,23,1,-14,D.Akers,00-0000108
2013,20131229032003,DAL,1,PHI,26,23,1823,1,4,0,11,44,1,-10,D.Bailey,00-0028660
2016,20161120032125,DET,1,JAX,8,23,1823,1,4,0,4,27,1,-3,M.Prater,00-0023853
2017,20171116002393,PIT,1,TEN,32,23,1823,1,4,0,10,50,1,6,C.Boswell,00-0031136
2012,20120916064244,CLE,0,CIN,7,24,24,1,4,0,6,25,0,-9,P.Dawson,00-0004091
2012,20121118014241,GB,0,DET,21,24,24,1,4,0,11,39,1,0,M.Crosby,00-0025580
2013,20131201044000,MIN,1,CHI,12,24,24,1,4,0,10,30,1,-3,B.Walsh,00-0029576
2015,20150927034629,TB,0,HOU,39,24,24,0,1,0,10,57,0,-10,K.Brindza,00-0031656
2009,20091129001760,TB,0,ATL,21,24,1824,1,4,0,16,39,2,-3,C.Barth,00-0026138
2010,20100919052002,CHI,0,DAL,22,24,1824,1,4,0,10,40,0,4,R.Gould,00-0023252
2010,20101202001985,PHI,1,HOU,4,24,1824,1,4,1,4,22,0,7,D.Akers,00-0000108
2010,20101212021855,PIT,1,CIN,5,24,1824,1,4,1,5,23,1,-1,S.Suisham,00-0023001
2011,20111204001972,WAS,1,NYJ,5,24,1824,1,4,1,5,23,1,0,G.Gano,00-0026858
2013,20130923002024,DEN,1,OAK,23,24,1824,1,4,0,6,41,1,17,M.Prater,00-0023853
2013,20131229122068,SF,0,ARI,6,24,1824,0,4,1,6,24,1,10,P.Dawson,00-0004091
2014,20141026082203,HOU,0,TEN,11,24,1824,1,4,1,11,29,0,7,R.Bullock,00-0029421
2014,20141127012163,PHI,0,DAL,8,24,1824,1,4,0,7,26,2,13,C.Parkey,00-0030850
2017,20170101032045,JAX,0,IND,12,24,1824,0,4,0,7,30,1,14,J.Myers,00-0031492
2017,20171029031954,NE,1,LAC,18,24,1824,1,4,0,8,36,2,1,S.Gostkowski,00-0024333
2017,20171224071968,TEN,1,LA,19,24,1824,1,4,0,7,37,2,-4,R.Succop,00-0026968
2018,20181111071896,WAS,0,TB,25,24,1824,1,4,0,4,43,1,0,D.Hopkins,00-0030098
2018,20181111071896,WAS,0,TB,25,24,1824,1,4,0,4,43,1,0,D.Hopkins,00-0030098
2010,20101121133950,PHI,1,NYG,12,25,25,1,4,0,2,30,0,7,D.Akers,00-0000108
2017,20171126054602,CAR,0,NYJ,27,25,25,1,4,0,3,45,1,3,G.Gano,00-0026858
2017,20171210074356,DET,0,TB,28,25,25,1,4,0,2,46,2,0,M.Prater,00-0023853
2018,20181125064031,PHI,1,NYG,25,25,25,1,4,0,5,43,1,0,J.Elliott,00-0033787
2009,20090927051983,NE,1,ATL,15,25,1825,1,4,0,10,33,0,0,S.Gostkowski,00-0024333
2009,20090927081544,NYG,0,TB,3,25,1825,0,4,0,2,21,2,14,L.Tynes,00-0019778
2010,20101017001922,MIA,0,GB,35,25,1825,1,4,0,20,53,0,-3,D.Carpenter,00-0026003
2010,20101107031721,HOU,1,SD,3,25,1825,1,4,1,3,21,1,3,N.Rackers,00-0019676
2011,20111218021977,TEN,0,IND,3,25,1825,1,4,1,3,21,2,0,R.Bironas,00-0020962
2012,20120909051704,DET,1,STL,23,25,1825,1,4,0,8,41,2,-5,J.Hanson,00-0006800
2012,20120930081846,OAK,0,DEN,6,25,1825,1,4,0,3,24,3,-7,S.Janikowski,00-0019646
2014,20140921001984,SD,0,BUF,19,25,1825,1,4,0,11,37,2,7,N.Novak,00-0023096
2015,20151220052094,NE,1,TEN,30,25,1825,0,4,0,9,48,0,20,S.Gostkowski,00-0024333
2016,20161016002086,BUF,1,SF,22,25,1825,1,4,0,8,40,2,1,D.Carpenter,00-0026003
2018,20181007011969,NYG,0,CAR,35,25,1825,1,4,0,5,53,0,-9,A.Rosas,00-0032870
2018,20181104041861,NYJ,0,MIA,30,25,1825,1,4,0,2,48,1,-6,J.Myers,00-0031492
2009,20091011014198,CLE,0,BUF,1,26,26,1,4,1,1,18,2,0,B.Cundiff,00-0020972
2010,20101024084485,TEN,1,PHI,15,26,26,1,4,0,3,33,1,8,R.Bironas,00-0020962
2014,20141005024382,DET,1,BUF,32,26,26,0,4,0,8,50,1,-1,A.Henery,00-0028058
2014,20141019093697,KC,0,SD,30,26,26,1,4,0,2,48,0,0,C.Santos,00-0031203
2016,20161120033875,DET,1,JAX,25,26,26,1,4,0,6,43,1,3,M.Prater,00-0023853
2017,20171022064177,MIA,1,NYJ,21,26,26,1,4,0,4,39,1,0,C.Parkey,00-0030850
2018,20180916034023,NO,1,CLE,26,26,26,1,4,0,11,44,1,0,W.Lutz,00-0032569
2010,20101017012089,SD,0,STL,23,26,1826,1,4,0,6,41,0,-17,N.Kaeding,00-0022737
2010,20101024102176,NE,0,SD,17,26,1826,1,4,1,17,35,2,7,S.Gostkowski,00-0024333
2010,20101226091640,HOU,0,DEN,16,26,1826,1,4,0,5,34,2,14,N.Rackers,00-0019676
2013,20131013002265,GB,0,BAL,26,26,1826,0,4,0,19,44,1,3,M.Crosby,00-0025580
2017,20171231012444,CIN,0,BAL,14,26,1826,1,4,0,10,32,0,11,R.Bullock,00-0029421
2010,20101024104064,SD,1,NE,32,27,27,0,4,0,7,50,2,-3,K.Brown,00-0001980
2014,20141006004117,SEA,0,WAS,25,27,27,1,4,0,15,43,1,7,S.Hauschka,00-0025944
2017,20171225013947,PHI,1,OAK,31,27,27,1,4,0,2,48,1,0,J.Elliott,00-0033787
2018,20181202014269,DEN,0,CIN,11,27,27,1,4,0,3,29,1,11,B.McManus,00-0029822
2012,20120923012120,STL,0,CHI,37,27,1827,1,4,0,10,56,2,-10,G.Zuerlein,00-0029621
2015,20151213021993,PIT,0,CIN,27,27,1827,1,4,0,1,45,0,6,C.Boswell,00-0031136
2016,20160103002213,BUF,1,NYJ,2,27,1827,1,4,1,2,20,1,6,D.Carpenter,00-0026003
2017,20171029041808,CHI,0,NO,30,27,1827,0,4,0,18,48,3,-11,C.Barth,00-0026138
2018,20180920002037,CLE,1,NYJ,27,27,1827,1,4,0,2,45,0,-14,G.Joseph,00-0034450
2011,20111009103705,SD,0,DEN,17,28,28,1,4,0,5,35,2,3,N.Novak,00-0023096
2014,20140907113720,CAR,0,TB,15,28,28,1,4,0,2,33,1,3,G.Gano,00-0026858
2014,20141207054211,NYJ,0,MIN,26,28,28,1,4,0,4,44,1,-2,N.Folk,00-0025565
2015,20151108074139,NYG,0,TB,26,28,28,1,4,0,3,44,0,5,J.Brown,00-0021940
2009,20090920122117,DEN,1,CLE,21,28,1828,0,4,0,10,39,1,4,M.Prater,00-0023853
2009,20091206062132,KC,1,DEN,30,28,1828,1,4,0,1,47,0,-11,R.Succop,00-0026968
2010,20100926031828,BUF,0,NE,17,28,1828,1,4,0,1,34,1,-1,R.Lindell,00-0019310
2010,20101003031984,DEN,0,TEN,18,28,1828,1,4,0,2,36,1,0,M.Prater,00-0023853
2011,20111224071628,CAR,1,TB,1,28,1828,1,4,1,1,19,2,7,O.Mare,00-0010373
2014,20141228132073,DEN,1,OAK,18,28,1828,1,4,0,8,36,2,11,C.Barth,00-0026138
2016,20160911071837,PHI,1,CLE,19,28,1828,1,4,0,10,38,2,3,C.Sturgis,00-0030390
2016,20161016091645,KC,0,OAK,20,28,1828,0,4,0,3,38,1,6,C.Santos,00-0031203
2016,20161204102035,PIT,1,NYG,16,28,1828,1,4,0,2,34,1,11,R.Bullock,00-0029421
2017,20171105021750,JAX,1,CIN,38,28,1828,1,4,0,4,56,2,3,J.Lambo,00-0032087
2018,20181011002234,NYG,1,PHI,34,28,1828,0,4,0,8,52,1,-18,A.Rosas,00-0032870
2011,20111030033913,CAR,1,MIN,13,29,29,0,4,0,2,31,2,-3,O.Mare,00-0010373
2012,20121125034170,JAC,1,TEN,23,29,29,1,4,0,9,41,1,2,J.Scobee,00-0022874
2015,20151011054376,BAL,1,CLE,5,29,29,1,4,1,5,23,1,-3,J.Tucker,00-0029597
2017,20170917093618,OAK,1,NYJ,11,29,29,1,4,0,10,29,2,22,G.Tavecchio,00-0028907
2009,20091227081977,PHI,1,DEN,27,29,1829,1,4,0,11,45,1,10,D.Akers,00-0000108
2010,20101024072144,TB,1,STL,21,29,1829,1,4,0,10,39,1,-14,C.Barth,00-0026138
2011,20110918031930,NYJ,1,JAC,27,29,1829,1,4,0,9,45,0,9,N.Folk,00-0025565
2012,20121230141834,SF,1,ARI,22,29,1829,0,4,0,7,40,2,1,D.Akers,00-0000108
2016,20161128001757,PHI,1,GB,30,29,1829,1,4,0,6,48,1,-7,C.Sturgis,00-0030390
2017,20171203031883,SF,0,CHI,17,29,1829,1,4,0,11,35,2,-7,R.Gould,00-0023252
2018,20181028081984,IND,0,OAK,7,29,1829,1,4,0,4,25,1,-4,A.Vinatieri,00-0016919
2013,20130908114509,SF,1,GB,15,30,30,1,4,0,4,33,0,3,P.Dawson,00-0004091
2013,20131205004737,JAC,1,HOU,21,30,30,1,4,0,10,39,0,4,J.Scobee,00-0022874
2011,20110925031798,MIA,0,CLE,5,30,1830,1,4,1,5,23,2,0,D.Carpenter,00-0026003
2011,20111002101988,ATL,0,SEA,29,30,1830,1,4,0,5,47,0,14,M.Bryant,00-0020578
2012,20121202021737,STL,1,SF,40,30,1830,0,4,0,2,58,1,-7,G.Zuerlein,00-0029621
2013,20131103041670,STL,1,TEN,26,30,1830,0,4,0,10,44,2,0,G.Zuerlein,00-0029621
2014,20141116101954,DET,0,ARI,10,30,1830,1,4,0,1,28,2,-11,M.Prater,00-0023853
2016,20161031001949,MIN,0,CHI,12,30,1830,1,4,1,12,30,2,-13,B.Walsh,00-0029576
2016,20161113051632,ATL,0,PHI,35,30,1830,0,4,0,3,53,2,-1,M.Bryant,00-0020578
2009,20091102004559,ATL,0,NO,22,31,31,1,4,0,9,40,0,-11,J.Elam,00-0004811
2010,20101125014581,DAL,1,NO,41,31,31,0,4,0,10,59,2,-3,D.Buehler,00-0027119
2011,20110918023839,TEN,1,BAL,14,31,31,1,4,0,6,33,1,10,R.Bironas,00-0020962
2012,20121028004243,GB,1,JAC,7,31,31,1,4,0,2,25,2,5,M.Crosby,00-0025580
2013,20131208123848,SF,1,SEA,4,31,31,1,4,1,4,22,0,-1,P.Dawson,00-0004091
2014,20141130014855,BUF,1,CLE,17,31,31,1,4,0,4,35,1,12,D.Carpenter,00-0026003
2017,20171015114139,NYG,0,DEN,22,31,31,1,4,0,11,40,2,9,A.Rosas,00-0032870
2010,20100103122068,DEN,1,KC,7,31,1831,1,4,0,4,25,2,-3,M.Prater,00-0023853
2010,20100926072176,STL,1,WAS,3,31,1831,0,4,1,3,21,2,1,Josh.Brown,00-0021940
2010,20101017122199,WAS,1,IND,30,31,1831,0,4,0,3,48,2,-10,G.Gano,00-0026858
2010,20101115002159,PHI,0,WAS,30,31,1831,1,4,0,4,48,2,28,D.Akers,00-0000108
2011,20110925091747,SD,1,KC,17,31,1831,1,4,0,10,35,1,7,N.Novak,00-0023096
2011,20111218001880,STL,1,CIN,25,31,1831,1,4,0,1,43,1,0,Josh.Brown,00-0021940
2016,20160918072102,WAS,1,DAL,18,31,1831,1,4,0,1,36,0,-6,D.Hopkins,00-0030098
2016,20160918131864,MIN,1,GB,28,31,1831,1,4,0,6,46,2,0,B.Walsh,00-0029576
2017,20171217062401,NYG,1,PHI,10,31,1831,1,4,0,7,28,2,-1,A.Rosas,00-0032870
2010,20101031064130,GB,0,NYJ,22,32,32,1,4,0,9,40,2,6,M.Crosby,00-0025580
2011,20110911123958,NYJ,1,DAL,32,32,32,1,4,0,8,50,2,-1,N.Folk,00-0025565
2014,20141130044379,JAC,1,NYG,25,32,32,1,4,0,10,43,2,-3,J.Scobee,00-0022874
2016,20161013004110,DEN,0,SD,28,32,32,1,1,0,10,46,0,-11,B.McManus,00-0029822
2010,20101205091861,SD,1,OAK,32,32,1832,0,4,0,3,50,0,-18,N.Kaeding,00-0022737
2012,20121111022011,TEN,0,MIA,19,32,1832,1,4,0,6,37,2,17,R.Bironas,00-0020962
2013,20130929071911,TB,1,ARI,32,32,1832,1,4,0,13,50,2,7,R.Lindell,00-0019310
2016,20160103142203,SEA,0,ARI,22,32,1832,0,4,0,10,40,1,24,S.Hauschka,00-0025944
2016,20161030022504,BUF,1,NE,31,32,1832,0,4,0,10,49,2,-11,D.Carpenter,00-0026003
2009,20091115113900,SD,1,PHI,11,33,33,1,4,0,6,29,1,5,N.Kaeding,00-0022737
2010,20101003034347,DEN,0,TEN,18,33,33,1,4,0,11,36,0,3,M.Prater,00-0023853
2014,20141019113739,ARI,0,OAK,23,33,33,1,4,0,8,41,1,8,C.Catanzaro,00-0030896
2016,20161023043905,KC,1,NO,23,33,33,1,4,0,4,41,0,2,C.Santos,00-0031203
2016,20161204054207,DEN,0,JAX,23,33,33,1,4,0,4,41,1,6,B.McManus,00-0029822
2011,20111016112134,CHI,1,MIN,33,33,1833,1,4,0,8,51,1,20,R.Gould,00-0023252
2013,20131124041872,HOU,1,JAC,31,33,1833,1,4,0,10,49,1,-10,R.Bullock,00-0029421
2015,20151108062198,PIT,1,OAK,20,33,1833,1,4,0,1,38,0,4,C.Boswell,00-0031136
2015,20151206022032,BAL,0,MIA,20,33,1833,1,4,0,10,38,1,-13,J.Tucker,00-0029597
2013,20131212003813,DEN,1,SD,24,34,34,1,4,0,6,42,0,-10,M.Prater,00-0023853
2013,20131229124253,ARI,1,SF,25,34,34,1,4,0,3,43,1,-3,J.Feely,00-0019770
2014,20140921104123,ARI,1,SF,17,34,34,1,4,0,16,35,0,6,C.Catanzaro,00-0030896
2018,20181202104725,OAK,1,KC,26,34,34,1,1,0,10,44,2,-10,D.Carlson,00-0034161
2012,20121202062141,BUF,1,JAC,11,34,1834,1,4,0,7,29,2,4,R.Lindell,00-0019310
2014,20141012072119,TB,1,BAL,27,34,1834,0,4,0,19,45,3,-38,P.Murray,00-0030626
2015,20151206001868,NYG,1,NYJ,17,34,1834,1,4,0,2,35,0,6,J.Brown,00-0021940
2016,20161106071788,CAR,0,LA,31,34,1834,0,4,0,20,48,1,7,G.Gano,00-0026858
2017,20171119012126,JAX,0,CLE,23,34,1834,0,4,0,9,41,1,3,J.Lambo,00-0032087
2018,20180930051796,JAX,1,NYJ,36,34,1834,1,4,0,5,54,1,13,J.Lambo,00-0032087
2018,20181118001679,ATL,1,DAL,27,34,1834,1,4,0,6,45,2,0,M.Bryant,00-0020578
2012,20120909043958,NE,0,TEN,13,35,35,1,4,0,10,31,2,17,S.Gostkowski,00-0024333
2014,20140907023977,CHI,1,BUF,19,35,35,1,4,0,1,37,1,-3,R.Gould,00-0023252
2017,20171231033680,IND,1,HOU,4,35,35,1,4,0,2,22,2,6,A.Vinatieri,00-0016919
2009,20090927061998,PHI,1,KC,11,35,1835,1,4,0,6,29,1,14,D.Akers,00-0000108
2010,20101121101877,ATL,0,STL,6,35,1835,1,4,0,4,24,2,3,M.Bryant,00-0020578
2011,20111016032211,WAS,1,PHI,32,35,1835,1,4,0,19,50,1,-20,G.Gano,00-0026858
2011,20111211031870,HOU,0,CIN,30,35,1835,0,4,0,6,47,2,-10,N.Rackers,00-0019676
2012,20121223131967,SF,0,SEA,36,35,1835,1,4,0,23,54,0,-24,D.Akers,00-0000108
2013,20131027031913,MIA,0,NE,33,35,1835,1,4,0,5,52,2,11,C.Sturgis,00-0030390
2015,20151119001808,JAC,1,TEN,14,35,1835,1,4,0,12,32,1,-3,J.Myers,00-0031492
