year,playID,posteam,Home_game,defteam,yardline_100,half_seconds_remaining,game_seconds_remaining,scored,down,goal_to_go,ydstogo,kick_distance,timeouts_remaining,score_differential,kicker,kicker_player_id
2016,20161113061912,TB,1,CHI,12,35,1835,1,4,0,5,30,2,10,R.Aguayo,00-0033102
2017,20170917081748,LAC,1,MIA,25,35,1835,0,4,0,9,43,1,7,Y.Koo,00-0033702
2017,20171001112155,TB,1,NYG,2,35,1835,1,4,1,2,20,1,3,N.Folk,00-0025565
2017,20171008011940,CLE,1,NYJ,21,35,1835,0,4,0,4,39,1,0,Z.Gonzalez,00-0033862
2017,20171112032018,PIT,0,IND,23,35,1835,1,4,0,8,41,0,-10,C.Boswell,00-0031136
2017,20171231022090,DET,1,GB,12,35,1835,1,4,0,7,30,1,14,M.Prater,00-0023853
2012,20121202074250,MIA,1,NE,24,36,36,1,2,0,10,42,0,-10,D.Carpenter,00-0026003
2013,20131020064144,BUF,0,MIA,13,36,36,1,4,0,5,31,2,-2,D.Carpenter,00-0026003
2009,20090913001792,ATL,1,MIA,18,36,1836,1,4,0,8,36,2,7,J.Elam,00-0004811
2011,20111224032133,JAC,0,TEN,21,36,1836,1,4,0,8,39,1,-10,J.Scobee,00-0022874
2012,20120923042099,WAS,1,CIN,18,36,1836,1,4,0,3,36,2,-18,B.Cundiff,00-0020972
2012,20121104101874,NYG,1,PIT,33,36,1836,0,4,0,9,51,1,6,L.Tynes,00-0019778
2014,20141228041870,KC,1,SD,9,36,1836,1,4,0,7,27,1,6,C.Santos,00-0031203
2015,20151224001929,SD,0,OAK,29,36,1836,1,4,0,2,47,1,4,J.Lambo,00-0032087
2017,20170924041918,ATL,0,DET,30,36,1836,1,4,0,7,48,2,5,M.Bryant,00-0020578
2018,20181118062118,HOU,0,WAS,26,36,1836,0,4,0,14,44,3,9,K.Fairbairn,00-0032726
2015,20151206014423,BUF,1,HOU,18,37,37,1,4,0,8,36,2,6,D.Carpenter,00-0026003
2017,20171231154312,SEA,1,ARI,30,37,37,0,4,0,9,48,1,-2,B.Walsh,00-0029576
2009,20091220091893,OAK,0,DEN,10,37,1837,1,4,0,3,28,2,4,S.Janikowski,00-0019646
2010,20101010062049,CIN,1,TB,13,37,1837,1,4,0,5,31,1,1,M.Nugent,00-0023482
2012,20121118022048,ARI,0,ATL,20,37,1837,1,4,0,5,38,1,1,J.Feely,00-0019770
2012,20121202102008,PIT,0,BAL,23,37,1837,1,4,0,3,41,2,-10,S.Suisham,00-0023001
2013,20131117092289,DEN,1,KC,34,37,1837,0,4,0,4,52,2,7,M.Prater,00-0023853
2016,20161218021810,GB,0,CHI,16,37,1837,1,4,0,10,34,1,-3,M.Crosby,00-0025580
2017,20171105101697,MIA,1,OAK,31,37,1837,1,4,0,2,49,3,-4,C.Parkey,00-0030850
2017,20171210091736,DEN,1,NYJ,35,37,1837,1,4,0,5,53,2,10,B.McManus,00-0029822
2012,20121216064294,DEN,0,BAL,27,38,38,0,4,0,14,45,2,16,M.Prater,00-0023853
2013,20130908074264,TB,0,NYJ,19,38,38,1,4,0,3,37,1,-1,R.Lindell,00-0019310
2013,20131006044364,MIA,1,BAL,39,38,38,0,4,0,15,57,0,-4,C.Sturgis,00-0030390
2013,20131128014291,OAK,0,DAL,27,38,38,1,2,0,10,45,0,-11,S.Janikowski,00-0019646
2009,20091213072314,MIN,1,CIN,5,38,1838,1,4,0,3,23,2,3,R.Longwell,00-0010072
2010,20101219111847,PIT,1,NYJ,24,38,1838,1,4,0,10,42,2,-3,S.Suisham,00-0023001
2011,20110925011844,NO,1,HOU,17,38,1838,1,4,0,2,35,1,-9,J.Kasay,00-0009028
2011,20111002072021,JAC,1,NO,13,38,1838,1,4,0,10,31,2,-7,J.Scobee,00-0022874
2012,20121021092074,OAK,1,JAC,15,38,1838,1,4,0,5,33,2,-14,S.Janikowski,00-0019646
2016,20161030032255,CLE,1,NYJ,9,38,1838,1,4,1,9,27,0,10,C.Parkey,00-0030850
2010,20101219071759,ARI,0,CAR,5,39,1839,1,4,1,5,23,2,-13,J.Feely,00-0019770
2011,20111030052151,BAL,1,ARI,29,39,1839,1,4,0,17,47,1,-20,B.Cundiff,00-0020972
2011,20111030081923,NE,0,PIT,28,39,1839,1,4,0,8,46,1,-10,S.Gostkowski,00-0024333
2014,20141005031776,IND,1,BAL,16,39,1839,1,4,1,16,34,2,3,A.Vinatieri,00-0016919
2017,20170918001708,DET,0,NYG,38,39,1839,1,4,0,2,56,2,7,M.Prater,00-0023853
2017,20171022071912,MIN,1,BAL,24,39,1839,1,4,0,1,43,1,0,K.Forbath,00-0028787
2009,20091108011926,CHI,1,ARI,30,40,1840,0,4,0,10,48,3,-21,R.Gould,00-0023252
2012,20121209031933,TEN,0,IND,13,40,1840,1,4,0,10,31,3,9,R.Bironas,00-0020962
2014,20141123062128,DET,0,NE,35,40,1840,0,4,0,10,53,3,-15,M.Prater,00-0023853
2015,20151227052095,SF,0,DET,22,40,1840,1,4,0,10,40,2,-3,P.Dawson,00-0004091
2016,20160918111913,ATL,0,OAK,2,40,1840,1,4,1,2,20,2,3,M.Bryant,00-0020578
2009,20091018074037,KC,0,WAS,6,41,41,1,4,1,6,24,1,3,R.Succop,00-0026968
2011,20111127013997,CIN,1,CLE,8,41,41,1,4,1,8,26,2,0,M.Nugent,00-0023482
2015,20151219004083,NYJ,0,DAL,22,41,41,1,4,0,6,40,3,0,R.Bullock,00-0029421
2016,20160911124239,ARI,1,NE,29,41,41,0,4,0,5,47,1,-2,C.Catanzaro,00-0030896
2009,20091115031825,NYJ,1,JAC,19,41,1841,1,4,0,6,37,2,-11,J.Feely,00-0019770
2010,20101205122036,SEA,1,CAR,6,41,1841,1,4,1,6,24,1,-14,O.Mare,00-0010373
2012,20121021041634,STL,1,GB,25,41,1841,1,4,0,8,43,2,-7,G.Zuerlein,00-0029621
2012,20121223101821,MIN,0,HOU,23,41,1841,1,4,0,10,41,2,7,B.Walsh,00-0029576
2013,20130929061891,MIN,1,PIT,19,41,1841,1,4,0,2,37,2,7,B.Walsh,00-0029576
2014,20140914093526,STL,0,TB,20,42,42,1,4,0,5,38,2,-1,G.Zuerlein,00-0029621
2009,20091018021589,STL,0,JAC,34,42,1842,1,4,0,14,52,3,1,Josh.Brown,00-0021940
2010,20101031051705,CAR,0,STL,26,42,1842,1,4,0,6,44,2,-10,J.Kasay,00-0009028
2010,20101223002094,PIT,1,CAR,12,42,1842,1,4,0,7,29,1,17,S.Suisham,00-0023001
2011,20110918051864,WAS,1,ARI,12,42,1842,0,4,0,2,30,2,3,G.Gano,00-0026858
2011,20111127031743,ATL,1,MIN,19,42,1842,1,4,0,5,37,1,14,M.Bryant,00-0020578
2013,20130915011798,BAL,1,CLE,26,42,1842,0,4,0,7,44,1,-3,J.Tucker,00-0029597
2014,20141019001985,ATL,0,BAL,39,42,1842,0,4,0,12,57,1,-14,M.Bryant,00-0020578
2017,20170924002017,JAX,1,BAL,11,42,1842,1,4,0,3,29,2,20,J.Myers,00-0031492
2018,20181118031673,DET,1,CAR,36,42,1842,1,4,0,10,54,3,0,M.Prater,00-0023853
2009,20091206093882,CLE,1,SD,31,43,43,1,4,0,8,49,2,-10,P.Dawson,00-0004091
2010,20100912093987,PIT,1,ATL,21,43,43,0,4,0,1,40,1,0,J.Reed,00-0020737
2010,20101024064059,CAR,1,SF,19,43,43,1,4,0,7,37,0,1,J.Kasay,00-0009028
2012,20121216135167,NE,1,SF,23,43,43,1,2,0,10,41,0,-10,S.Gostkowski,00-0024333
2013,20131216003924,BAL,0,DET,43,43,43,1,4,0,8,61,0,-1,J.Tucker,00-0029597
2015,20150920114356,JAC,1,MIA,10,43,43,1,4,0,1,28,1,0,J.Myers,00-0031492
2016,20161211103843,NYJ,0,SF,32,43,43,1,4,0,12,50,2,-3,N.Folk,00-0025565
2017,20171217004474,MIA,0,BUF,8,43,43,1,4,0,3,26,0,-11,C.Parkey,00-0030850
2009,20090914011817,OAK,1,SD,19,43,1843,1,4,0,5,37,0,0,S.Janikowski,00-0019646
2010,20100919072023,ARI,0,ATL,36,43,1843,0,4,0,3,54,1,-17,J.Feely,00-0019770
2014,20140914091647,STL,0,TB,18,43,1843,1,4,0,11,36,1,0,G.Zuerlein,00-0029621
2017,20171005002161,NE,0,TB,5,43,1843,1,4,1,5,23,1,3,S.Gostkowski,00-0024333
2017,20171203091892,HOU,0,TEN,30,43,1843,0,4,0,18,48,2,3,K.Fairbairn,00-0032726
2012,20120923004300,TB,0,DAL,10,44,44,1,4,0,3,28,2,-9,C.Barth,00-0026138
2014,20141228054221,NYJ,0,MIA,22,44,44,1,4,0,10,39,1,10,N.Folk,00-0025565
2011,20111016001802,BUF,0,NYG,31,44,1844,1,4,0,1,49,2,-3,R.Lindell,00-0019310
2012,20121111001833,CAR,1,DEN,25,44,1844,0,4,0,6,43,2,-9,J.Medlock,00-0025547
2012,20121230111973,CAR,0,NO,13,44,1844,1,4,0,8,31,0,-3,G.Gano,00-0026858
2014,20141228092008,PIT,1,CIN,7,44,1844,1,4,1,7,25,1,6,S.Suisham,00-0023001
2015,20151101091805,NYJ,0,OAK,20,44,1844,1,4,0,5,38,1,-18,N.Folk,00-0025565
2016,20161002032244,CHI,1,DET,32,44,1844,0,4,0,8,50,1,4,C.Barth,00-0026138
2017,20170910042188,ARI,0,DET,14,44,1844,0,4,0,10,32,1,3,P.Dawson,00-0004091
2018,20180923131678,NE,0,DET,18,44,1844,1,4,0,3,36,3,-13,S.Gostkowski,00-0024333
2010,20100103063989,PIT,0,MIA,15,45,45,1,4,1,15,33,1,3,J.Reed,00-0020737
2013,20130908104124,STL,1,ARI,30,45,45,1,4,0,3,48,2,1,G.Zuerlein,00-0029621
2009,20091213121635,DAL,1,SD,24,45,1845,0,4,0,7,42,3,-7,N.Folk,00-0025565
2012,20121125001815,CIN,1,OAK,30,45,1845,0,4,0,5,48,1,21,M.Nugent,00-0023482
2013,20131117032089,HOU,1,OAK,33,45,1845,1,4,0,5,51,0,-1,R.Bullock,00-0029421
2017,20171210134600,PIT,1,BAL,28,46,46,1,4,0,8,46,2,-2,C.Boswell,00-0031136
2012,20121203001858,WAS,1,NYG,15,46,1846,1,4,0,12,33,2,-3,K.Forbath,00-0028787
2014,20141214012085,BAL,1,JAC,36,46,1846,0,4,0,8,54,1,0,J.Tucker,00-0029597
2016,20160925051907,CLE,0,MIA,30,46,1846,1,4,0,20,48,1,-1,C.Parkey,00-0030850
2016,20161016111857,SEA,1,ATL,23,46,1846,1,4,0,13,42,2,11,S.Hauschka,00-0025944
2017,20170101091818,TB,1,CAR,27,46,1846,0,4,0,5,46,1,-4,R.Aguayo,00-0033102
2017,20170924012294,DEN,0,BUF,17,46,1846,1,4,0,11,35,1,0,B.McManus,00-0029822
2017,20171022111960,SEA,0,NYG,21,46,1846,1,4,0,4,39,1,-7,B.Walsh,00-0029576
2009,20090921001735,MIA,1,IND,27,47,1847,1,4,0,2,44,2,0,D.Carpenter,00-0026003
2010,20101010121878,SF,1,PHI,32,47,1847,1,4,0,7,50,2,-12,J.Nedney,00-0011970
2010,20101125012010,NO,0,DAL,27,47,1847,1,4,0,8,45,1,14,G.Hartley,00-0025824
2010,20101226032065,KC,1,TEN,30,47,1847,0,4,0,6,47,0,17,R.Succop,00-0026968
2012,20121028012140,NYJ,1,MIA,17,47,1847,0,4,0,5,35,1,-19,N.Folk,00-0025565
2018,20181021072209,MIN,0,NYJ,24,47,1847,0,4,0,4,42,1,3,D.Bailey,00-0028660
2009,20091004123889,PIT,1,SD,28,48,48,1,4,0,12,46,0,8,J.Reed,00-0020737
2016,20161023084336,TEN,1,IND,26,48,48,1,4,0,10,44,1,-10,R.Succop,00-0026968
2011,20110925121854,SEA,1,ARI,33,48,1848,1,4,0,20,52,2,-7,S.Hauschka,00-0025944
2011,20111218092032,NYJ,0,PHI,10,48,1848,1,4,0,6,28,3,-17,N.Folk,00-0025565
2013,20131201051780,MIA,0,NYJ,16,48,1848,1,4,0,10,34,0,0,C.Sturgis,00-0030390
2016,20161010001571,TB,0,CAR,17,48,1848,1,4,0,5,35,1,3,R.Aguayo,00-0033102
2017,20170910071615,TEN,1,OAK,5,48,1848,1,4,1,5,23,3,-3,R.Succop,00-0026968
2018,20181202022006,LA,0,DET,29,48,1848,1,4,0,10,47,0,7,G.Zuerlein,00-0029621
2009,20090920024129,GB,1,CIN,27,49,49,1,2,0,10,45,0,-11,M.Crosby,00-0025580
2014,20141109043995,SF,0,NO,27,49,49,1,4,0,10,45,1,-3,P.Dawson,00-0004091
2014,20141123004053,ATL,1,CLE,35,49,49,1,4,0,2,53,2,-2,M.Bryant,00-0020578
2017,20171001083837,JAX,0,NYJ,4,49,49,1,4,1,4,22,1,-4,J.Myers,00-0031492
2013,20130922092013,DET,0,WAS,14,49,1849,1,4,0,10,32,3,1,D.Akers,00-0000108
2013,20131013061684,PIT,0,NYJ,30,49,1849,1,4,0,1,48,1,3,S.Suisham,00-0023001
2014,20141019111749,OAK,1,ARI,11,49,1849,1,4,0,8,29,3,-7,S.Janikowski,00-0019646
2016,20161204111737,TB,0,SD,13,49,1849,0,4,0,8,31,2,-7,R.Aguayo,00-0033102
2013,20131124033901,GB,1,MIN,9,50,50,1,4,0,7,27,0,-3,M.Crosby,00-0025580
2017,20171002003619,WAS,0,KC,22,50,50,1,4,0,2,40,2,-3,D.Hopkins,00-0030098
2010,20100103051791,NE,0,HOU,25,50,1850,1,4,0,4,43,1,-3,S.Gostkowski,00-0024333
2010,20101108001854,CIN,1,PIT,33,50,1850,0,4,0,9,51,1,-10,M.Nugent,00-0023482
2012,20120916122110,OAK,0,MIA,7,50,1850,1,4,1,7,25,2,0,S.Janikowski,00-0019646
2015,20151123001811,BUF,0,NE,30,50,1850,0,4,0,6,48,2,0,D.Carpenter,00-0026003
2017,20171022023703,CLE,1,TEN,36,51,51,1,4,0,8,54,2,-3,Z.Gonzalez,00-0033862
2010,20101128072093,CAR,0,CLE,24,51,1851,1,4,0,5,42,1,-11,J.Kasay,00-0009028
2011,20111113112126,SEA,1,BAL,17,51,1851,1,4,0,9,35,1,9,S.Hauschka,00-0025944
2012,20120101141992,SD,0,OAK,33,51,1851,1,4,0,10,51,2,8,N.Novak,00-0023096
2012,20120923051883,NO,1,KC,20,51,1851,0,4,0,18,38,3,4,G.Hartley,00-0025824
2015,20151018021921,ARI,0,PIT,13,51,1851,1,4,0,9,31,1,4,C.Catanzaro,00-0030896
2016,20161211041868,IND,1,HOU,37,51,1851,0,4,0,10,55,2,-7,A.Vinatieri,00-0016919
2009,20091123003712,TEN,0,HOU,35,52,52,1,4,0,5,53,3,0,R.Bironas,00-0020962
2013,20131215094225,TEN,1,ARI,6,52,52,1,4,0,2,24,0,-9,R.Bironas,00-0020962
2016,20160918034260,KC,0,HOU,12,52,52,1,4,0,7,30,0,-10,C.Santos,00-0031203
2009,20091129061890,PHI,1,WAS,6,52,1852,1,4,1,6,24,3,-4,D.Akers,00-0000108
2010,20101219061775,NYG,1,PHI,7,52,1852,1,4,0,3,25,2,11,L.Tynes,00-0019778
2013,20130915112148,DEN,0,NYG,24,52,1852,1,4,0,5,42,3,-2,M.Prater,00-0023853
2013,20131117111724,MIN,0,SEA,27,52,1852,1,4,0,15,45,3,-7,B.Walsh,00-0029576
2013,20131124092223,OAK,1,TEN,6,52,1852,1,4,0,3,24,1,0,S.Janikowski,00-0019646
2013,20131201012180,JAC,0,CLE,26,52,1852,1,4,0,8,NA,1,0,J.Scobee,00-0022874
2014,20141221051807,NYJ,1,NE,8,52,1852,1,4,0,3,26,2,0,N.Folk,00-0025565
2018,20180916011993,BUF,1,LAC,23,52,1852,1,4,0,15,41,2,-25,S.Hauschka,00-0025944
2013,20131104003770,CHI,0,GB,9,53,53,1,4,0,8,27,2,4,R.Gould,00-0023252
2018,20181021063533,MIA,1,DET,28,53,53,0,2,0,10,46,0,-11,J.Sanders,00-0034794
2011,20110925112125,CHI,1,GB,7,53,1853,1,4,1,7,25,2,-10,R.Gould,00-0023252
2013,20131013031683,HOU,1,STL,17,53,1853,1,4,0,8,35,2,-14,R.Bullock,00-0029421
2016,20161218042060,HOU,1,JAX,22,53,1853,1,4,0,1,39,1,-5,N.Novak,00-0023096
2017,20170101132071,LA,1,ARI,18,53,1853,1,4,0,9,36,3,-10,G.Zuerlein,00-0029621
2012,20121011004087,PIT,0,TEN,36,54,54,0,4,0,7,54,2,0,S.Suisham,00-0023001
2018,20181209093982,LAC,1,CIN,27,54,54,1,4,0,3,45,2,2,M.Badgley,00-0034084
2012,20121209022114,SD,0,PIT,21,54,1854,1,4,0,10,39,2,10,N.Novak,00-0023096
2013,20131215001990,WAS,0,ATL,15,54,1854,1,4,0,10,33,2,-3,K.Forbath,00-0028787
2014,20141123072235,TEN,0,PHI,2,54,1854,1,4,1,2,20,2,-19,R.Succop,00-0026968
2015,20151220061857,KC,0,BAL,35,54,1854,1,4,0,5,53,2,13,C.Santos,00-0031203
2018,20181022001668,NYG,0,ATL,13,54,1854,1,4,0,10,31,2,-7,A.Rosas,00-0032870
2010,20101219054314,DAL,1,WAS,21,55,55,1,4,0,1,39,1,0,D.Buehler,00-0027119
2014,20141109051765,NYJ,1,PIT,27,55,1855,0,4,0,9,45,2,17,N.Folk,00-0025565
2018,20181118021863,CHI,1,MIN,23,55,1855,1,4,0,8,41,1,11,C.Parkey,00-0030850
2018,20181129001873,DAL,1,NO,28,55,1855,1,4,0,16,46,3,10,B.Maher,00-0030332
2012,20121104044284,CIN,1,DEN,23,56,56,1,4,0,14,41,0,-11,M.Nugent,00-0023482
2017,20170924094338,PHI,1,NYG,28,56,56,1,4,0,7,46,2,-3,J.Elliott,00-0033787
2018,20181007034028,BAL,0,CLE,14,56,56,1,4,0,10,32,2,-3,J.Tucker,00-0029597
2018,20181118064206,HOU,0,WAS,27,56,56,0,4,0,5,45,2,1,K.Fairbairn,00-0032726
2011,20111127092086,NE,0,PHI,27,56,1856,1,4,0,10,45,3,8,S.Gostkowski,00-0024333
2017,20171217032141,JAX,1,HOU,20,56,1856,1,4,0,10,38,2,21,J.Lambo,00-0032087
2009,20091220103782,CIN,0,SD,16,57,57,1,4,0,7,34,2,-3,S.Graham,00-0019536
2015,20151122023895,IND,0,ATL,25,57,57,1,4,0,3,43,3,-1,A.Vinatieri,00-0016919
2017,20171211004161,NE,0,MIA,15,57,57,1,4,1,15,33,1,-10,S.Gostkowski,00-0024333
2018,20181215004171,HOU,0,NYJ,22,57,57,1,4,0,11,40,0,4,K.Fairbairn,00-0032726
2017,20171225001767,PIT,0,HOU,18,57,1857,1,4,0,12,36,2,17,C.Boswell,00-0031136
2012,20121021023880,DAL,0,CAR,20,58,58,1,4,0,6,38,0,2,D.Bailey,00-0028660
2016,20160911063904,CIN,0,NYJ,29,58,58,1,4,0,2,47,2,-2,M.Nugent,00-0023482
2010,20101031021897,MIA,0,CIN,6,58,1858,1,4,0,3,24,3,-8,D.Carpenter,00-0026003
2010,20101101001987,IND,1,HOU,30,58,1858,1,4,0,10,48,2,10,A.Vinatieri,00-0016919
2010,20101128102054,STL,0,DEN,10,58,1858,1,4,0,4,28,0,7,Josh.Brown,00-0021940
2009,20091005003960,GB,0,MIN,14,59,59,1,4,0,6,31,0,-11,M.Crosby,00-0025580
2010,20101121013942,HOU,0,NYJ,4,59,59,1,4,1,4,22,2,1,N.Rackers,00-0019676
2011,20110911052010,CHI,1,ATL,8,59,1859,1,4,0,1,26,1,10,R.Gould,00-0023252
2012,20120101092003,MIN,1,CHI,8,59,1859,1,4,0,1,26,1,-3,R.Longwell,00-0010072
2012,20120909091935,SF,0,GB,25,59,1859,1,4,0,1,43,1,3,D.Akers,00-0000108
2013,20131117051852,SD,0,MIA,9,59,1859,1,4,1,9,27,2,-3,N.Novak,00-0023096
2013,20131201081899,STL,0,SF,25,59,1859,1,4,0,10,43,2,-13,G.Zuerlein,00-0029621
2013,20131222031929,DEN,0,HOU,6,59,1859,1,4,1,6,25,2,4,M.Prater,00-0023853
2016,20161030082243,SD,0,DEN,27,59,1859,0,4,0,10,45,3,-2,J.Lambo,00-0032087
2016,20161204071742,DET,0,NO,11,59,1859,1,4,0,7,29,3,7,M.Prater,00-0023853
2016,20161215002008,LA,0,SEA,18,59,1859,1,4,0,5,36,2,-10,G.Zuerlein,00-0029621
2015,20151224004198,SD,0,OAK,27,60,60,1,4,0,7,45,2,-3,J.Lambo,00-0032087
2010,20101219081645,DET,0,TB,23,60,1860,1,4,0,20,41,3,-7,D.Rayner,00-0023635
2011,20111016042217,DET,1,SF,33,60,1860,0,4,0,20,52,3,1,J.Hanson,00-0006800
2011,20111023091810,MIN,1,GB,34,60,1860,1,4,0,12,52,3,4,R.Longwell,00-0010072
2012,20120923021790,SF,0,MIN,25,60,1860,0,4,0,2,43,2,-11,D.Akers,00-0000108
2014,20141228061687,CHI,0,MIN,30,60,1860,1,4,0,5,48,2,-3,J.Feely,00-0019770
2015,20151220081811,SEA,1,CLE,31,60,1860,1,4,0,4,49,2,4,S.Hauschka,00-0025944
2017,20171119101885,DAL,1,PHI,29,60,1860,1,4,0,6,47,1,-1,M.Nugent,00-0023482
2012,20120923084172,IND,1,JAC,19,61,61,1,4,0,1,37,0,-2,A.Vinatieri,00-0016919
2015,20151108034359,NO,1,TEN,28,61,61,0,4,0,5,46,0,0,K.Forbath,00-0028787
2011,20111120082121,SF,1,ARI,11,61,1861,1,4,0,2,29,0,6,D.Akers,00-0000108
2013,20131117081966,ATL,0,TB,31,61,1861,1,4,0,6,49,2,-20,M.Bryant,00-0020578
2017,20170917001936,BAL,1,CLE,40,61,1861,0,4,0,6,58,1,7,J.Tucker,00-0029597
2015,20150921003947,NYJ,0,IND,28,62,62,1,4,0,12,46,1,10,N.Folk,00-0025565
2010,20101024022112,BAL,1,BUF,30,62,1862,1,4,0,26,48,2,-14,B.Cundiff,00-0020972
2010,20101121011821,NYJ,1,HOU,15,62,1862,1,4,0,9,33,2,3,N.Folk,00-0025565
2011,20111113031877,PIT,0,CIN,20,62,1862,1,4,0,17,39,2,4,S.Suisham,00-0023001
2012,20121118051740,NYJ,0,STL,33,62,1862,1,4,0,3,51,2,3,N.Folk,00-0025565
2014,20141026031937,MIA,0,JAC,25,62,1862,1,4,0,5,43,2,3,C.Sturgis,00-0030390
2017,20171231151940,ARI,0,SEA,28,62,1862,1,4,0,6,46,1,10,P.Dawson,00-0004091
2015,20151115114932,SEA,1,ARI,28,63,63,1,3,0,2,46,1,-10,S.Hauschka,00-0025944
2009,20091126001784,GB,0,DET,7,63,1863,1,4,1,7,25,3,3,M.Crosby,00-0025580
2011,20111204071790,TB,1,CAR,26,63,1863,1,4,0,2,44,1,-12,C.Barth,00-0026138
2012,20121028102168,DAL,1,NYG,33,63,1863,1,4,0,19,51,3,-15,D.Bailey,00-0028660
2013,20131006031903,IND,1,SEA,23,63,1863,1,4,0,4,41,2,-6,A.Vinatieri,00-0016919
2017,20171008031796,IND,1,SF,5,63,1863,1,4,1,5,23,3,0,A.Vinatieri,00-0016919
2017,20171126071766,NO,0,LA,31,63,1863,1,4,0,8,50,3,-10,W.Lutz,00-0032569
2018,20181209021766,CLE,1,CAR,31,63,1863,1,4,0,10,49,3,-3,G.Joseph,00-0034450
2014,20140921124002,SEA,1,DEN,10,64,64,1,4,0,7,28,2,5,S.Hauschka,00-0025944
2014,20141019103899,DAL,1,NYG,31,64,64,1,4,0,9,49,2,7,D.Bailey,00-0028660
2009,20090913061629,JAC,0,IND,28,64,1864,1,4,0,6,46,2,-4,J.Scobee,00-0022874
2011,20111204041684,BAL,0,CLE,23,64,1864,0,4,0,8,41,3,7,B.Cundiff,00-0020972
2013,20131124062007,MIA,1,CAR,5,64,1864,1,4,0,4,23,1,10,C.Sturgis,00-0030390
2014,20140928092219,SF,1,PHI,33,64,1864,1,4,0,3,51,2,-8,P.Dawson,00-0004091
2014,20141016001853,NYJ,0,NE,9,64,1864,1,4,0,3,27,2,-5,N.Folk,00-0025565
2015,20150920062138,CHI,1,ARI,22,64,1864,1,4,0,10,40,3,-13,R.Gould,00-0023252
2015,20151129071816,OAK,0,TEN,6,64,1864,1,4,1,6,24,2,1,S.Janikowski,00-0019646
2010,20100103103798,ATL,0,TB,18,65,65,1,4,0,7,36,3,7,M.Bryant,00-0020578
2017,20171224114060,DAL,1,SEA,30,65,65,0,1,0,5,48,0,-8,D.Bailey,00-0028660
2018,20180916073741,TEN,1,HOU,13,65,65,1,4,0,1,31,1,0,R.Succop,00-0026968
2009,20091129031686,HOU,1,IND,15,65,1865,1,4,0,1,33,2,10,K.Brown,00-0001980
2012,20120101121856,SF,0,STL,24,65,1865,1,4,0,3,42,2,10,D.Akers,00-0000108
2012,20121216032064,STL,1,MIN,39,65,1865,0,4,0,15,57,3,-19,G.Zuerlein,00-0029621
2015,20151005001634,SEA,1,DET,33,65,1865,1,4,1,33,51,3,4,S.Hauschka,00-0025944
2015,20151011111729,SF,0,NYG,4,65,1865,1,4,0,1,22,3,-10,P.Dawson,00-0004091
2015,20151025041524,KC,1,PIT,9,65,1865,1,4,0,6,27,2,3,C.Santos,00-0031203
2011,20111009094125,NE,1,NYJ,9,66,66,1,4,0,2,28,0,6,S.Gostkowski,00-0024333
2011,20111016044662,SF,0,DET,19,66,66,1,4,0,4,37,1,3,D.Akers,00-0000108
2015,20151001003542,PIT,1,BAL,23,66,66,0,4,0,4,41,1,3,J.Scobee,00-0022874
2011,20111023041758,WAS,0,CAR,31,66,1866,1,4,0,7,49,1,-3,G.Gano,00-0026858
2012,20120101051606,JAC,1,IND,7,66,1866,1,4,0,3,25,3,4,J.Scobee,00-0022874
2015,20151206081705,ATL,0,TB,29,66,1866,1,4,0,2,47,3,-4,S.Graham,00-0019536
2015,20151213081904,NO,0,TB,5,66,1866,1,4,0,4,23,2,7,K.Forbath,00-0028787
2017,20171009001870,MIN,0,CHI,8,66,1866,1,4,0,5,26,3,-2,K.Forbath,00-0028787
2009,20091206134103,MIA,1,NE,23,67,67,1,4,0,5,41,1,-2,D.Carpenter,00-0026003
2013,20131027004080,DAL,0,DET,26,67,67,1,4,0,5,44,2,3,D.Bailey,00-0028660
2015,20151011073990,GB,1,STL,17,67,67,1,4,0,1,35,2,10,M.Crosby,00-0025580
2016,20160925044109,BAL,0,JAX,35,67,67,1,4,0,1,54,0,-1,J.Tucker,00-0029597
2017,20171112014024,GB,0,CHI,17,67,67,0,4,0,4,35,0,7,M.Crosby,00-0025580
2010,20100926141743,MIA,1,NYJ,27,67,1867,1,4,0,3,44,2,-7,D.Carpenter,00-0026003
2010,20101219122075,OAK,1,DEN,31,67,1867,1,4,0,7,49,1,-3,S.Janikowski,00-0019646
2011,20111106031921,SEA,0,DAL,13,67,1867,1,4,0,3,32,2,-3,S.Hauschka,00-0025944
2011,20111124001880,DET,1,GB,29,67,1867,0,4,0,2,47,1,-7,J.Hanson,00-0006800
2011,20111211131991,NYG,0,DAL,8,67,1867,1,4,0,4,26,3,-2,L.Tynes,00-0019778
2011,20111224061911,WAS,1,MIN,8,67,1867,1,4,1,8,26,1,-3,G.Gano,00-0026858
2012,20121028001989,JAC,0,GB,4,67,1867,1,4,1,4,22,2,-10,J.Scobee,00-0022874
2014,20140914061609,DAL,0,TEN,26,67,1867,1,4,0,6,44,3,10,D.Bailey,00-0028660
2014,20141026021761,BAL,0,CIN,32,67,1867,1,4,0,8,50,1,-4,J.Tucker,00-0029597
2015,20151011051869,BAL,1,CLE,33,67,1867,0,4,0,11,51,3,8,J.Tucker,00-0029597
2009,20091019003833,SD,1,DEN,37,68,68,0,4,0,21,55,1,-11,N.Kaeding,00-0022737
